Inches,Ram,Gpu,OpSys,Weight,Price_euros,CPU Manufacturer,CPU Series,CPU Model,CPU Clock Speed,Capacity,MemoryType,Laptop,Width,Height
15.6,4,Intel HD Graphics 620,Windows 10,2.05,685.0,Intel,Intel Core,5,1.6,500GB,HDD,LenovoNotebookV330-15IKB (i5-8250U/4GB/500GB/FHD/W10),1920,1080
12.5,4,Intel HD Graphics 515,Chrome OS,1.2,669.0,Intel,Intel Core,3,0.9,64GB,Flash Storage,Asus2 in 1 ConvertibleChromebook Flip,1920,1080
17.3,8,Nvidia GeForce GTX 1060,Windows 10,2.7,1486.77,Intel,Intel Core,7,2.8,128GB,SSD,MSIGamingGP72VR Leopard,1920,1080
10.1,4,Intel HD Graphics 400,Android,0.69,319.0,Intel,Intel Atom,5,1.44,64GB,Flash Storage,Lenovo2 in 1 ConvertibleYoga Book,1920,1200
14.0,4,Intel HD Graphics 520,Windows 7,1.54,1099.99,Intel,Intel Core,5,2.3,256GB,SSD,HPNotebookEliteBook 840,1920,1080
15.6,8,AMD Radeon 530,Windows 10,2.2,719.0,Intel,Intel Core,5,1.6,128GB,SSD,DellNotebookInspiron 5570,1920,1080
15.6,8,AMD Radeon R5 M420X,Windows 10,2.0,739.0,Intel,Intel Core,3,2.0,256GB,SSD,DellNotebookVostro 5568,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.7,1186.0,Intel,Intel Core,5,2.3,256GB,SSD,LenovoNotebookThinkpad T460,1920,1080
15.6,8,Nvidia Quadro M1200,Windows 10,2.6,1738.27,Intel,Intel Core,7,2.8,256GB,SSD,HPWorkstationZbook 15,1920,1080
15.0,4,Intel HD Graphics 620,Windows 10,2.08,509.0,Intel,Intel Core,3,2.4,500GB,HDD,Dell2 in 1 ConvertibleInspiron 5578,1920,1080
15.6,8,Nvidia GeForce GTX 1050M,No OS,2.4,869.0,Intel,Intel Core,7,2.8,256GB,SSD,LenovoGamingLegion Y520-15IKBN,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.29,1999.0,Intel,Intel Core,7,1.8,512GB,SSD,HP2 in 1 ConvertibleSpectre x360,3840,2160
14.1,4,Intel HD Graphics 500,Windows 10,1.65,348.0,Intel,Intel Celeron,3350,1.1,32GB,Flash Storage,AsusNotebookVivoBook L402NA,1366,768
15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,1191.8,Intel,Intel Core,7,2.8,128GB,SSD,MSIGamingGL62M 7REX,1920,1080
14.0,16,Intel HD Graphics 620,Windows 10,1.13,2625.0,Intel,Intel Core,7,2.7,1TB,SSD,LenovoUltrabookThinkpad X1,2560,1440
14.0,4,Intel HD Graphics 620,Windows 10,2.31,1189.0,Intel,Intel Core,5,2.5,500GB,HDD,HPNotebookProBook 650,1366,768
15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.2,1476.11,Intel,Intel Core,7,2.6,128GB,SSD,MSIGamingGP62MVR 6RF,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.48,1292.0,Intel,Intel Core,7,2.7,256GB,SSD,HPNotebookElitebook 840,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.22,979.0,Intel,Intel Core,5,1.6,128GB,SSD,DellUltrabookXPS 13,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.19,1499.0,Intel,Intel Core,7,1.8,512GB,SSD,Lenovo2 in 1 ConvertibleYoga 730,1920,1080
14.0,4,Intel HD Graphics 500,Windows 10,1.44,249.0,Intel,Intel Celeron,3350,1.1,64GB,Flash Storage,LenovoNotebookIdeaPad 120S-14IAP,1366,768
14.0,8,Intel HD Graphics 620,Windows 10,1.13,1875.0,Intel,Intel Core,5,2.5,256GB,Flash Storage,LenovoUltrabookThinkPad X1,1920,1080
13.3,16,Intel HD Graphics 615,Windows 10,1.22,1649.0,Intel,Intel Core,7,1.3,256GB,SSD,Dell2 in 1 ConvertibleXPS 13,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.44,949.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookThinkPad 13,1920,1080
14.0,4,Intel HD Graphics 520,Windows 10,1.76,585.0,Intel,Intel Core,3,2.0,500GB,HDD,DellNotebookLatitude 3480,1366,768
15.6,8,Intel HD Graphics 520,Windows 7,1.88,2171.72,Intel,Intel Core,7,2.5,256GB,SSD,HPUltrabookEliteBook 850,1920,1080
14.0,8,Intel HD Graphics,Windows 10,1.36,1680.0,Intel,Intel Core,7,2.8,512GB,SSD,DellUltrabookLatitude 7480,1920,1080
15.6,4,AMD Radeon R5 M420,Windows 10,2.18,684.99,Intel,Intel Core,5,2.5,1TB,HDD,DellNotebookVostro 3568,1366,768
11.6,4,Intel HD Graphics 400,Chrome OS,1.23,385.0,Intel,Intel Celeron,3060,1.6,16GB,Flash Storage,HPNetbookChromebook 11,1366,768
13.3,8,Intel HD Graphics 520,Windows 10,1.2,1095.0,Intel,Intel Core,5,2.3,256GB,SSD,ToshibaUltrabookPort�g� Z30-C-188,1366,768
15.6,4,Intel HD Graphics 405,Windows 10,1.86,398.99,Intel,Intel Pentium,3710,1.6,256GB,SSD,HPNotebook250 G6,1920,1080
15.6,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2868.99,Intel,Intel Core,7,2.8,256GB,SSD,DellGamingAlienware 17,3840,2160
17.3,8,Nvidia Quadro M3000M,Windows 7,3.0,3949.4,Intel,Intel Core,7,2.6,256GB,SSD,HPWorkstationZBook 17,1920,1080
13.3,8,Intel HD Graphics 520,Windows 10,1.62,798.01,Intel,Intel Core,7,2.5,256GB,SSD,Dell2 in 1 ConvertibleInspiron 5368,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,1.86,488.69,Intel,Intel Core,5,2.5,1TB,HDD,HPNotebook250 G6,1366,768
15.6,8,Intel HD Graphics 620,Windows 10,2.3,459.0,Intel,Intel Core,3,2.4,1TB,HDD,DellNotebookInspiron 3567,1366,768
15.6,8,AMD Radeon 530,Windows 10,2.2,985.0,Intel,Intel Core,7,1.8,128GB,SSD,DellNotebookInspiron 5570,1920,1080
17.3,12,AMD Radeon RX 580,Windows 10,3.74,1749.0,Intel,Intel Core,7,2.8,1TB,HDD,HPGamingOmen 17-an012dx,1920,1080
15.6,8,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,1199.0,Intel,Intel Core,7,2.8,1TB,HDD,DellGamingInspiron 7567,1920,1080
14.0,4,Intel HD Graphics 520,Windows 7,1.54,1030.99,Intel,Intel Core,5,2.3,500GB,HDD,HPNotebookEliteBook 840,1920,1080
13.3,12,Intel HD Graphics 620,Windows 10,1.6,1299.0,Intel,Intel Core,7,2.7,256GB,SSD,Dell2 in 1 ConvertibleInspiron 7378,1920,1080
14.0,16,Intel HD Graphics 620,Windows 10,1.7,2299.0,Intel,Intel Core,7,2.7,512GB,SSD,LenovoUltrabookThinkPad T470s,1920,1080
15.6,8,AMD Radeon R5 M330,Windows 7,2.32,895.0,Intel,Intel Core,7,2.5,1.0TB,Hybrid,LenovoNotebookB51-80 (i7-6500U/8GB/1008GB/Radeon,1920,1080
12.5,16,Intel HD Graphics 620,Windows 10,0.91,1950.0,Intel,Intel Core,7,2.7,512GB,SSD,AsusUltrabookZenbook UX390UA,1920,1080
14.0,4,Intel HD Graphics 620,Windows 10,1.48,1082.0,Intel,Intel Core,5,2.7,256GB,SSD,HPUltrabookEliteBook 840,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.37,1757.42,Intel,Intel Core,7,2.7,256GB,SSD,Lenovo2 in 1 ConvertibleThinkpad Yoga,1920,1080
12.5,8,Intel HD Graphics 620,Windows 10,1.36,1760.0,Intel,Intel Core,5,2.6,256GB,SSD,LenovoUltrabookThinkPad X270,1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,2.2,535.0,Intel,Intel Core,5,2.3,500GB,HDD,LenovoNotebookIdeaPad 320-15ISK,1920,1080
14.0,8,Nvidia GeForce GT 940MX,Windows 10,1.96,1903.0,Intel,Intel Core,7,2.8,256GB,SSD,LenovoUltrabookThinkPad T470p,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.23,619.0,Intel,Intel Core,5,2.5,500GB,HDD,AcerNotebookTravelMate P259-G2,1366,768
15.6,8,Nvidia GeForce 940MX,Windows 10,1.7,977.0,Intel,Intel Core,5,2.5,256GB,SSD,AsusUltrabookVivoBook S15,1920,1080
15.6,8,Nvidia GeForce 920MX,Windows 10,2.2,899.0,Intel,Intel Core,7,2.7,1TB,HDD,LenovoNotebookIdeaPad 320-15IKB,1920,1080
15.6,4,Intel HD Graphics 500,Linux,2.1,272.0,Intel,Intel Celeron,3350,2.0,1TB,HDD,AcerNotebookAspire 3,1366,768
15.6,16,Nvidia GeForce GTX 1070,Windows 10,3.49,2813.75,Intel,Intel Core,7,2.9,256GB,SSD,DellGamingAlienware 15,1920,1080
15.6,16,Nvidia GeForce GTX 1070,Windows 10,2.34,2325.0,Intel,Intel Core,7,2.6,256GB,SSD,AsusGamingRog GL502VS,1920,1080
14.0,8,Intel HD Graphics 620 ,Windows 10,1.6,1119.0,Intel,Intel Core,5,2.5,128GB,SSD,DellNotebookLatitude 5480,1920,1080
14.0,4,Intel HD Graphics 620,Windows 10,2.02,990.0,Intel,Intel Core,5,2.5,500GB,HDD,LenovoNotebookThinkPad L470,1366,768
15.6,4,Intel HD Graphics 520,Windows 10,2.29,490.0,Intel,Intel Core,3,2.0,500GB,HDD,DellNotebookVostro 3568,1366,768
13.3,8,Intel HD Graphics 620,Windows 10,1.44,960.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookThinkPad 13,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.37,1970.0,Intel,Intel Core,7,2.7,512GB,SSD,Lenovo2 in 1 ConvertibleThinkPad Yoga,1920,1080
15.4,16,AMD Radeon Pro 560,macOS,1.83,2858.0,Intel,Intel Core,7,2.9,512GB,SSD,AppleUltrabookMacBook Pro,2880,1800
14.0,4,AMD Radeon R2,Windows 10 S,1.65,277.99,AMD,AMD E-Series,6110,1.5,64GB,SSD,AsusNotebookE402WA-GA007T (E2-6110/4GB/64GB/W10,1366,768
14.0,8,Intel HD Graphics 620,Windows 10,2.0,1094.0,Intel,Intel Core,7,2.7,256GB,SSD,AsusNotebookZenBook UX410UA-GV183T,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.41,949.0,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookVostro 5370,1920,1080
17.3,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2289.99,Intel,Intel Core,7,2.6,128GB,SSD,LenovoGamingIdeaPad Y900-17ISK,1920,1080
15.6,6,AMD Radeon 530,Windows 10,2.2,549.0,AMD,AMD A12-Series,12,3.6,256GB,SSD,LenovoNotebookIdeaPad 320-15ABR,1920,1080
15.6,8,Intel HD Graphics 520,Windows 10,2.31,1165.0,Intel,Intel Core,5,2.3,256GB,SSD,HPNotebookProbook 650,1920,1080
15.6,12,Intel HD Graphics 620,Windows 10,2.19,1299.0,Intel,Intel Core,7,2.7,512GB,SSD,Dell2 in 1 ConvertibleInspiron 7579,1920,1080
15.6,4,AMD Radeon R4 Graphics,Windows 10,1.86,399.0,AMD,AMD A6-Series,6,2.5,500GB,HDD,HPNotebook255 G6,1366,768
14.0,16,Intel HD Graphics 620,Windows 10,1.42,2824.0,Intel,Intel Core,7,2.7,1TB,SSD,Lenovo2 in 1 ConvertibleThinkpad Yoga,2560,1440
13.3,8,Intel UHD Graphics 620,Windows 10,1.26,1398.99,Intel,Intel Core,5,1.6,256GB,SSD,HP2 in 1 ConvertibleSpectre x360,1920,1080
15.6,4,Intel HD Graphics 500,No OS,1.9,270.62,Intel,Intel Celeron,3350,1.1,128GB,SSD,LenovoNotebookV110-15IAP (N3350/4GB/128GB/No,1366,768
15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1600.0,Intel,Intel Core,7,2.8,256GB,SSD,AsusGamingRog GL553VE-FY052T,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.65,949.0,Intel,Intel Core,5,2.5,1.0TB,Hybrid,DellGamingInspiron 7567,1920,1080
15.6,8,Intel HD Graphics 520,Windows 10,2.2,1399.0,Intel,Intel Core,7,2.5,256GB,SSD,ToshibaNotebookTecra Z50-C-144,1920,1080
15.6,16,AMD Radeon 530,Linux,2.02,1049.0,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 5570,1920,1080
17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2122.0,Intel,Intel Core,7,2.8,256GB,SSD,AsusGamingRog GL702VS-GC095T,1920,1080
15.6,8,Intel UHD Graphics 620,Windows 10,2.17,898.9,Intel,Intel Core,7,1.8,256GB,SSD,LenovoNotebookIdeapad 520-15IKBR,1920,1080
11.6,4,Intel HD Graphics 500,Windows 10,1.5,375.0,Intel,Intel Celeron,3350,1.1,32GB,Flash Storage,Asus2 in 1 ConvertibleVivoBook Flip,1366,768
12.5,4,Intel HD Graphics 520,Windows 7,1.5,1166.97,Intel,Intel Core,3,2.3,128GB,SSD,DellUltrabookLatitude E5270,1366,768
15.6,4,Intel HD Graphics 620,Linux,2.1,367.0,Intel,Intel Core,3,2.7,1TB,HDD,AcerNotebookAspire 3,1366,768
15.6,16,Nvidia Quadro M520M,Windows 10,2.5,3299.0,Intel,Intel Core,7,2.8,1TB,SSD,LenovoWorkstationThinkpad P51s,3840,2160
15.6,4,Intel HD Graphics 520,No OS,1.9,339.0,Intel,Intel Core,3,2.0,1TB,HDD,LenovoNotebookV110-15ISK (i3-6006U/4GB/1TB/No,1366,768
15.6,4,Intel HD Graphics 520,Windows 10,2.31,705.15,Intel,Intel Core,3,2.3,500GB,HDD,HPNotebookProBook 650,1366,768
15.6,24,Nvidia GeForce GTX1080,Windows 10,2.24,2968.0,Intel,Intel Core,7,2.8,512GB,SSD,AsusGamingROG Zephyrus,1920,1080
17.3,16,AMD Radeon RX 580,Windows 10,3.25,2199.0,AMD,AMD Ryzen,1700,3.0,256GB,SSD,AsusGamingRog Strix,1920,1080
13.3,8,Intel Iris Graphics 540,macOS,1.37,1419.0,Intel,Intel Core,5,2.0,256GB,SSD,AppleUltrabookMacBook Pro,2560,1600
15.6,8,Nvidia Quadro M1200,Windows 10,1.78,2408.0,Intel,Intel Core,7,2.8,256GB,SSD,DellWorkstationPrecision M5520,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.1,1315.0,Intel,Intel Core,5,1.6,256GB,SSD,Asus2 in 1 ConvertibleZenBook Flip,1920,1080
13.3,8,Intel HD Graphics 520,Windows 10,1.16,1969.0,Intel,Intel Core,7,2.5,512GB,SSD,HPUltrabookSpectre Pro,1920,1080
17.3,6,AMD Radeon 520,Windows 10,2.71,699.0,Intel,Intel Core,5,2.5,2TB,HDD,HPNotebook17-bs001nv (i5-7200U/6GB/2TB/Radeon,1920,1080
15.6,8,AMD Radeon R5 M430,Windows 10,2.2,745.0,Intel,Intel Core,7,2.7,256GB,SSD,DellNotebookInspiron 3567,1920,1080
15.6,4,Nvidia GeForce 940MX,Windows 10,2.2,639.0,Intel,Intel Core,7,2.7,500GB,HDD,AcerNotebookAspire A515-51G,1920,1080
15.6,4,AMD Radeon R5 M430,Windows 10,2.3,639.0,Intel,Intel Core,5,2.5,256GB,SSD,DellNotebookInspiron 3567,1920,1080
14.0,4,Intel HD Graphics 500,Windows 10,1.3,260.0,Intel,Intel Celeron,3350,1.1,32GB,Flash Storage,VeroNotebookK147 (N3350/4GB/32GB/FHD/W10),1920,1080
14.0,4,Intel HD Graphics 620,Windows 10,1.87,785.0,Intel,Intel Core,5,2.5,500GB,HDD,LenovoNotebookThinkPad E470,1920,1080
11.6,2,Intel HD Graphics 500,Windows 10,1.1,245.0,Intel,Intel Celeron,3350,1.1,32GB,Flash Storage,AsusNetbookVivoBook E12,1366,768
15.6,8,Nvidia GeForce GTX 960,Windows 10,3.31,1196.0,Intel,Intel Core,7,2.6,128GB,SSD,LenovoGamingIdeaPad Y700-15ISK,1920,1080
15.6,8,Intel HD Graphics 520,Windows 10,1.84,2103.34,Intel,Intel Core,5,2.4,256GB,SSD,HPNotebookEliteBook 850,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.43,2229.0,Intel,Intel Core,7,2.5,256GB,SSD,HPNotebookEliteBook 1040,1920,1080
12.0,8,Intel HD Graphics 515,Mac OS X,0.92,1300.0,Intel,Intel Core,1,1.1,256GB,Flash Storage,"AppleUltrabookMacBook 12""",2304,1440
11.6,4,Intel HD Graphics 400,Chrome OS,1.25,389.0,Intel,Intel Celeron,3060,1.6,32GB,Flash Storage,Acer2 in 1 ConvertibleChromebook C738T-C2EJ,1366,768
15.6,4,AMD Radeon R7 M440,Windows 10,2.3,499.0,Intel,Intel Core,3,2.0,128GB,SSD,DellNotebookInspiron 5567,1366,768
15.6,6,Intel HD Graphics 620,Windows 10,2.2,579.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookIdeapad 320-15IKBN,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,1.95,810.0,Intel,Intel Core,5,2.5,128GB,SSD,DellNotebookLatitude 3580,1366,768
15.6,8,Nvidia GeForce 940MX,Windows 10,2.2,832.0,Intel,Intel Core,7,2.7,256GB,SSD,AcerNotebookAspire E5-576G,1920,1080
13.3,8,Intel HD Graphics 6000,Mac OS X,1.35,1099.0,Intel,Intel Core,5,1.6,128GB,Flash Storage,AppleUltrabookMacBook Air,1440,900
12.3,16,Intel HD Graphics 615,Chrome OS,1.1,2199.0,Intel,Intel Core,7,1.3,512GB,SSD,GoogleUltrabookPixelbook (Core,2400,1600
13.3,16,Intel HD Graphics 620,Windows 10,1.4,1499.0,Intel,Intel Core,7,2.7,512GB,SSD,LenovoNotebookThinkPad 13,1920,1080
15.6,8,AMD FirePro W4190M ,Windows 10,1.9,1269.0,Intel,Intel Core,7,2.7,1TB,HDD,HPNotebookZBook 15u,1920,1080
17.3,8,AMD Radeon 530,Windows 10,2.8,979.0,Intel,Intel Core,5,1.6,128GB,SSD,DellNotebookInspiron 5770,1920,1080
17.3,16,Nvidia Quadro M2000M,Windows 7,3.0,4389.0,Intel,Intel Xeon,3,2.9,256GB,SSD,HPWorkstationZbook 17,1920,1080
14.0,12,Intel HD Graphics 520,Windows 10,1.4,1858.0,Intel,Intel Core,7,2.6,256GB,SSD,LenovoUltrabookThinkpad T460s,2560,1440
15.6,4,Intel HD Graphics,Linux,2.2,393.49,Intel,Intel Pentium,3700,1.6,500GB,HDD,DellNotebookInspiron 3552,1366,768
14.0,8,Intel HD Graphics 520,Windows 10,1.9,1072.0,Intel,Intel Core,5,2.3,256GB,SSD,LenovoNotebookThinkPad L460,1920,1080
15.6,4,AMD Radeon R5 M430,Windows 10,2.2,545.67,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookInspiron 3567,1366,768
15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.06,2399.0,Intel,Intel Core,7,2.8,1TB,SSD,DellNotebookXPS 15,3840,2160
13.3,16,Intel HD Graphics 620,Windows 10,1.05,2226.0,Intel,Intel Core,7,2.7,512GB,SSD,ToshibaUltrabookPortege X30-D-10K,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.29,1458.0,Intel,Intel Core,7,2.7,256GB,SSD,DellUltrabookXPS 13,1920,1080
17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1492.8,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGP72M 7REX,1920,1080
15.6,8,Nvidia Quadro M2200,Windows 10,3.14,2064.9,Intel,Intel Core,7,2.8,256GB,SSD,HPWorkstationZBook 17,1920,1080
15.6,4,AMD Radeon R5 M420,Windows 10,2.03,403.0,AMD,AMD A9-Series,9,3.0,1TB,HDD,AsusNotebookX555BP-XX180T (A9-9420/4GB/1TB/Radeon,1366,768
13.3,8,Intel HD Graphics 615,Windows 10,1.24,1899.0,Intel,Intel Core,5,1.2,256GB,SSD,Dell2 in 1 ConvertibleXPS 13,1920,1080
14.0,4,Intel HD Graphics 620,Windows 10,1.25,1090.0,Intel,Intel Core,5,2.5,128GB,SSD,ToshibaUltrabookTecra X40-D-10Z,1366,768
13.3,16,Intel HD Graphics 620,Windows 10,1.3,2049.0,Intel,Intel Core,7,2.7,512GB,SSD,HPUltrabookSpectre x360,3840,2160
13.3,8,Nvidia GeForce 940MX,Windows 10,1.28,935.0,Intel,Intel Core,5,2.3,256GB,SSD,XiaomiUltrabookMi Notebook,1920,1080
15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,1018.99,Intel,Intel Core,7,2.7,256GB,SSD,HPNotebookProBook 450,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,1.9,498.0,Intel,Intel Core,5,2.5,128GB,SSD,LenovoNotebookV110-15IKB (i5-7200U/4GB/128GB/W10),1366,768
15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1498.0,Intel,Intel Core,7,2.8,128GB,SSD,DellGamingInspiron 7567,3840,2160
15.6,8,Nvidia GeForce GTX 1060,No OS,2.4,1149.0,Intel,Intel Core,7,2.8,256GB,SSD,LenovoGamingLegion Y520-15IKBN,1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,2.06,481.98,Intel,Intel Core,3,2.3,500GB,HDD,DellNotebookLatitude 3570,1366,768
13.3,8,Nvidia GeForce MX150,Windows 10,1.38,1119.0,Intel,Intel Core,7,2.7,256GB,SSD,HPUltrabookEnvy 13-ad009n,1920,1080
17.3,16,Nvidia GeForce GTX 1050,Windows 10,3.78,1498.0,Intel,Intel Core,7,2.8,256GB,SSD,HPGamingOmen 17-AN010nv,1920,1080
15.6,8,Nvidia GeForce GTX 1060,No OS,2.4,989.0,Intel,Intel Core,5,2.5,128GB,SSD,LenovoGamingLegion Y520-15IKBN,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.49,1103.0,Intel,Intel Core,7,1.8,512GB,SSD,HPNotebookProBook 430,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.62,899.0,Intel,Intel Core,7,2.8,1.0TB,Hybrid,DellGamingInspiron 7567,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Linux,2.5,879.0,Intel,Intel Core,7,2.8,256GB,SSD,AcerNotebookAspire 7,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.21,1949.0,Intel,Intel Core,7,1.8,256GB,SSD,DellUltrabookXPS 13,3840,2160
15.6,8,Intel HD Graphics 620,Windows 10,1.91,579.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebook15-bs025nv (i5-7200U/8GB/256GB/W10),1366,768
14.0,16,Nvidia GeForce MX150,Windows 10,1.3,1495.0,Intel,Intel Core,7,1.8,512GB,SSD,AsusUltrabookZenBook UX430UN,1920,1080
13.3,4,Intel HD Graphics 620,Windows 10,1.49,800.0,Intel,Intel Core,3,2.4,500GB,HDD,HPNotebookProbook 430,1366,768
15.6,8,Intel HD Graphics 620,Windows 10,2.04,1070.0,Intel,Intel Core,7,2.7,256GB,SSD,HPNotebookProBook 450,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,2.31,1534.0,Intel,Intel Core,7,2.9,512GB,SSD,HPWorkstationProBook 650,1920,1080
13.9,8,Intel UHD Graphics 620,Windows 10,1.37,1849.0,Intel,Intel Core,7,1.8,512GB,SSD,Lenovo2 in 1 ConvertibleYoga 920-13IKB,1920,1080
15.6,8,Nvidia GeForce GTX 1050Ti,Linux,2.62,929.0,Intel,Intel Core,7,2.8,1TB,HDD,DellGamingInspiron 7567,1920,1080
13.3,8,Intel Iris Plus Graphics 640,Windows 10,1.23,1379.0,Intel,Intel Core,7,2.4,256GB,SSD,DellUltrabookXPS 13,1920,1080
13.3,4,Intel HD Graphics 620,Windows 10,1.28,1700.0,Intel,Intel Core,5,2.5,256GB,SSD,HP2 in 1 ConvertibleEliteBook x360,1920,1080
15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.2,1169.0,Intel,Intel Core,7,2.6,1TB,HDD,AsusGamingFX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,2.2,799.0,Intel,Intel Core,5,2.5,256GB,SSD,FujitsuNotebookLifeBook A557,1366,768
15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1129.0,Intel,Intel Core,7,2.8,256GB,SSD,LenovoGamingLegion Y520-15IKBN,1920,1080
15.6,8,AMD Radeon R7 M445,Windows 10,2.36,638.8,Intel,Intel Core,5,2.5,1TB,HDD,DellNotebookInspiron 5567,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.1,722.0,Intel,Intel Core,5,1.6,500GB,HDD,HPNotebookProBook 450,1920,1080
15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.56,1249.26,Intel,Intel Core,7,2.8,512GB,SSD,DellGamingInspiron 5577,1920,1080
12.3,8,Intel HD Graphics 615,Chrome OS,1.1,1275.0,Intel,Intel Core,5,1.2,128GB,SSD,GoogleUltrabookPixelbook (Core,2400,1600
15.6,8,Nvidia GeForce GTX 1050M,Windows 10,2.5,1109.0,Intel,Intel Core,7,2.8,128GB,SSD,LenovoGamingLegion Y520-15IKBN,1920,1080
15.6,4,Intel HD Graphics 400,Linux,2.4,289.0,Intel,Intel Celeron,3060,1.6,500GB,HDD,AcerNotebookAspire ES1-531,1366,768
15.6,8,Nvidia GeForce 920MX,No OS,2.2,629.0,Intel,Intel Core,7,2.5,500GB,HDD,LenovoNotebookIdeaPad 310-15ISK,1366,768
15.6,4,Intel HD Graphics 520,Windows 10,2.2,499.0,Intel,Intel Core,3,2.0,128GB,SSD,LenovoNotebookIdeaPad 320-15ISK,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.18,708.06,Intel,Intel Core,5,2.5,1TB,HDD,DellNotebookVostro 3568,1366,768
12.5,16,Intel HD Graphics 620,Windows 10,1.36,1798.0,Intel,Intel Core,7,2.7,512GB,SSD,LenovoUltrabookThinkpad X270,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.27,2339.0,Intel,Intel Core,7,2.5,256GB,SSD,Lenovo2 in 1 ConvertibleThinkPad X1,2560,1440
12.5,8,Intel HD Graphics 515,Windows 10,0.97,2014.0,Intel,Intel Core,6Y,1.2,512GB,SSD,HPUltrabookEliteBook Folio,3840,2160
15.6,8,AMD Radeon RX 550,Windows 10,2.1,1144.5,Intel,Intel Core,5,1.6,256GB,SSD,LenovoNotebookThinkPad E580,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.7,1488.99,Intel,Intel Core,7,2.6,256GB,SSD,LenovoUltrabookThinkpad T460,1920,1080
15.6,4,AMD Radeon R5 M430,No OS,1.9,368.0,Intel,Intel Core,3,2.0,1TB,HDD,LenovoNotebookV110-15ISK (i3-6006U/4GB/1TB/Radeon,1366,768
17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.42,3147.37,Intel,Intel Core,7,2.8,512GB,SSD,DellGamingAlienware 17,3840,2160
14.0,8,AMD Radeon R7 M460,No OS,1.5,799.0,Intel,Intel Core,7,2.7,512GB,SSD,LenovoNotebookIdeaPad 510s-14IKB,1920,1080
15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.06,2397.0,Intel,Intel Core,7,2.8,512GB,SSD,DellNotebookXPS 15,3840,2160
15.6,8,Intel HD Graphics 630,Windows 10,2.0,1299.0,Intel,Intel Core,7,2.8,256GB,SSD,Lenovo2 in 1 ConvertibleYoga 720-15IKB,1920,1080
